"Household Income in Chicago Community Areas
Note: All data are adjusted to year 2014 dollars.",,,,,,,
,1970,1980,1990,2000,2008-2012,2009-2013, 2010-2014 
"$25,000 to $29,999",,,  850 ,  542 ,  401 ,  285 ,  278 
"$30,000 to $34,999",,,  707 ,  652 ,  477 ,  428 ,  325 
"$35,000 to $39,999",,,  560 ,  628 ,  441 ,  445 ,  380 
"$40,000 to $44,999",,,  480 ,  565 ,  365 ,  517 ,  461 
"$45,000 to $49,999",,,  269 ,  390 ,  320 ,  250 ,  334 
"$50,000 to $59,999",,,  553 ,  724 ,  767 ,  663 ,  629 
"$60,000 to $74,999",,,  377 ,  770 ,  784 ,  947 ,  991 
"$75,000 to $99,999",,,  166 ,  500 ,  721 ,  669 ,  710 
"$100,000 to $124,999",,,  96 ,  304 ,  386 ,  356 ,  360 
"$125,000 to $149,999",,,  39 ,  151 ,  154 ,  197 ,  129 
"$150,000 to $199,999",,,  68 ,  66 ,  243 ,  220 ,  248 
"$200,000 or more",,,,  109 ,  162 ,  107 ,  133 
Median household income,"$33,038","$26,391","$23,961","$35,299","$34,114","$33,992","$32,389"
,,,,,,,
36. Oakland,,,,,,,
Total,"  5,019 ","  4,894 ","  2,749 ","  2,270 ","  2,743 ","  2,825 ","  2,810 "
"Less than $10,000",,,"  1,966 ","  1,090 ",  693 ,  727 ,  722 
"$10,000 to $14,999",,,  187 ,  234 ,  303 ,  386 ,  351 
"$15,000 to $19,999",,,  168 ,  164 ,  281 ,  235 ,  210 
"$20,000 to $24,999",,,  58 ,  115 ,  308 ,  247 ,  126 
"$25,000 to $29,999",,,  133 ,  100 ,  63 ,  72 ,  151 
"$30,000 to $34,999",,,  66 ,  114 ,  118 ,  97 ,  110 
"$35,000 to $39,999",,,  42 ,  118 ,  107 ,  166 ,  155 
"$40,000 to $44,999",,,  28 ,  52 ,  118 ,  132 ,  160 
"$45,000 to $49,999",,,  6 ,  34 ,  40 ,  66 ,  87 
"$50,000 to $59,999",,,  52 ,  71 ,  43 ,  77 ,  109 
"$60,000 to $74,999",,,  22 ,  57 ,  203 ,  201 ,  189 
"$75,000 to $99,999",,,  11 ,  51 ,  121 ,  98 ,  73 
"$100,000 to $124,999",,,  10 ,  11 ,  103 ,  76 ,  90 
"$125,000 to $149,999",,,  -   ,  19 ,  61 ,  67 ,  51 
"$150,000 to $199,999",,,  -   ,  40 ,  136 ,  114 ,  87 
"$200,000 or more",,,,  -   ,  45 ,  64 ,  139 
Median household income,"$21,171","$14,271","$9,346","$15,264","$21,964","$21,465","$24,815"
,,,,,,,
37. Fuller Park,,,,,,,
Total,"  1,915 ","  1,930 ","  1,531 ","  1,266 ","  1,146 ","  1,162 ","  1,106 "
"Less than $10,000",,,  864 ,  430 ,  368 ,  361 ,  370 
"$10,000 to $14,999",,,  164 ,  125 ,  189 ,  178 ,  134 
"$15,000 to $19,999",,,  105 ,  107 ,  123 ,  130 ,  131 
"$20,000 to $24,999",,,  78 ,  70 ,  27 ,  33 ,  31 
"$25,000 to $29,999",,,  67 ,  98 ,  115 ,  94 ,  80 
"$30,000 to $34,999",,,  38 ,  83 ,  25 ,  33 ,  34 
"$35,000 to $39,999",,,  14 ,  48 ,  66 ,  73 ,  41 
"$40,000 to $44,999",,,  41 ,  52 ,  54 ,  51 ,  53 
"$45,000 to $49,999",,,  43 ,  68 ,  54 ,  23 ,  24 
"$50,000 to $59,999",,,  37 ,  58 ,  18 ,  54 ,  49 
"$60,000 to $74,999",,,  47 ,  35 ,  31 ,  17 ,  28 
"$75,000 to $99,999",,,  19 ,  38 ,  63 ,  71 ,  67 
"$100,000 to $124,999",,,  14 ,  -   ,  13 ,  33 ,  56 
"$125,000 to $149,999",,,  -   ,  8 ,  -   , - ,  -   
"$150,000 to $199,999",,,  -   ,  8 ,  -   , - ,  -   
"$200,000 or more",,,,  38 ,  -   ,  11 ,  8 
Median household income,"$33,489","$23,619","$15,325","$26,170","$15,999","$16,611","$16,569"
,,,,,,,
38. Grand Boulevard,,,,,,,
Total,"  23,876 ","  18,601 ","  12,275 ","  10,006 ","  9,878 ","  9,936 ","  9,890 "
"Less than $10,000",,,"  7,546 ","  3,864 ","  2,000 ","  2,165 ","  2,183 "
"$10,000 to $14,999",,,"  1,363 ","  1,302 ",  987 ,  793 ,  996 
"$15,000 to $19,999",,,  971 ,  758 ,  738 ,  772 ,  692 
"$20,000 to $24,999",,,  607 ,  540 ,  662 ,  733 ,  629 
"$25,000 to $29,999",,,  469 ,  484 ,  538 ,  491 ,  408 
"$30,000 to $34,999",,,  371 ,  470 ,  454 ,  473 ,  474 
"$35,000 to $39,999",,,  247 ,  290 ,  389 ,  412 ,  483 
"$40,000 to $44,999",,,  134 ,  387 ,  322 ,  323 ,  294 
"$45,000 to $49,999",,,  87 ,  255 ,  206 ,  278 ,  294 
"$50,000 to $59,999",,,  257 ,  374 ,  704 ,  663 ,  670 
"$60,000 to $74,999",,,  106 ,  403 ,  687 ,  737 ,  719 
"$75,000 to $99,999",,,  90 ,  440 ,  866 ,  890 ,  853 
"$100,000 to $124,999",,,  11 ,  201 ,  582 ,  510 ,  527 
"$125,000 to $149,999",,,  3 ,  55 ,  189 ,  165 ,  114 
"$150,000 to $199,999",,,  13 ,  87 ,  308 ,  315 ,  317 
"$200,000 or more",,,,  96 ,  246 ,  216 ,  237 
Median household income,"$24,329","$16,508","$13,178","$20,152","$31,074","$30,624","$30,347"
,,,,,,,
39. Kenwood,,,,,,,
Total,"  10,563 ","  10,006 ","  8,639 ","  8,936 ","  9,116 ","  9,145 ","  9,130 "
"Less than $10,000",,,"  2,411 ","  1,781 ","  1,425 ","  1,474 ","  1,512 "
"$10,000 to $14,999",,,  798 ,  731 ,  777 ,  725 ,  581 
"$15,000 to $19,999",,,  676 ,  376 ,  764 ,  698 ,  596 
"$20,000 to $24,999",,,  694 ,  521 ,  396 ,  471 ,  525 
"$25,000 to $29,999",,,  536 ,  516 ,  464 ,  441 ,  472 
"$30,000 to $34,999",,,  470 ,  403 ,  388 ,  585 ,  527 
"$35,000 to $39,999",,,  394 ,  403 ,  527 ,  434 ,  380 
"$40,000 to $44,999",,,  376 ,  494 ,  500 ,  475 ,  510 
"$45,000 to $49,999",,,  481 ,  377 ,  221 ,  189 ,  195 
"$50,000 to $59,999",,,  381 ,  562 ,  537 ,  644 ,  604 
"$60,000 to $74,999",,,  472 ,"  1,018 ",  660 ,  508 ,  594 
"$75,000 to $99,999",,,  315 ,  657 ,  777 ,  813 ,  721 
"$100,000 to $124,999",,,  221 ,  405 ,  524 ,  576 ,  697 
"$125,000 to $149,999",,,  164 ,  169 ,  247 ,  234 ,  225 
"$150,000 to $199,999",,,  250 ,  169 ,  355 ,  339 ,  388 
"$200,000 or more",,,,  354 ,  554 ,  539 ,  603 
Median household income,"$35,408","$37,169","$42,061","$52,038","$39,308","$37,523","$39,593"
,,,,,,,
40. Washington Park,,,,,,,
Total,"  14,696 ","  11,028 ","  6,442 ","  4,733 ","  4,142 ","  4,180 ","  4,172 "
"Less than $10,000",,,"  3,572 ","  1,709 ","  1,182 ","  1,378 ","  1,196 "
"$10,000 to $14,999",,,  798 ,  640 ,  404 ,  382 ,  356 
"$15,000 to $19,999",,,  466 ,  431 ,  334 ,  382 ,  420 
"$20,000 to $24,999",,,  467 ,  380 ,  260 ,  242 ,  251 
"$25,000 to $29,999",,,  260 ,  236 ,  275 ,  215 ,  253 
"$30,000 to $34,999",,,  250 ,  266 ,  197 ,  154 ,  166 
"$35,000 to $39,999",,,  163 ,  166 ,  215 ,  187 ,  228 
"$40,000 to $44,999",,,  146 ,  96 ,  127 ,  174 ,  131 
"$45,000 to $49,999",,,  79 ,  96 ,  200 ,  138 ,  127 
"$50,000 to $59,999",,,  90 ,  185 ,  168 ,  206 ,  235 
"$60,000 to $74,999",,,  85 ,  222 ,  242 ,  258 ,  308 
"$75,000 to $99,999",,,  66 ,  131 ,  311 ,  268 ,  290 
"$100,000 to $124,999",,,  -   ,  76 ,  140 ,  73 ,  73 
"$125,000 to $149,999",,,  -   ,  9 ,  28 ,  25 ,  42 
"$150,000 to $199,999",,,  -   ,  26 ,  30 ,  55 ,  43 
"$200,000 or more",,,,  64 ,  29 ,  43 ,  53 
Median household income,"$29,035","$20,056","$15,496","$21,547","$23,396","$19,487","$22,059"
,,,,,,,
41. Hyde Park,,,,,,,
Total,"  14,264 ","  14,545 ","  13,668 ","  14,373 ","  12,539 ","  12,558 ","  12,445 "
"Less than $10,000",,,"  2,521 ","  2,016 ","  1,730 ","  1,823 ","  1,865 "
"$10,000 to $14,999",,,"  1,083 ",  958 ,  578 ,  652 ,  706 
"$15,000 to $19,999",,,"  1,273 ","  1,153 ",  586 ,  536 ,  443 
"$20,000 to $24,999",,,"  1,337 ",  899 ,  770 ,  761 ,  675 
"$25,000 to $29,999",,,"  1,017 ",  900 ,  896 ,  709 ,  681 
"$30,000 to $34,999",,,  981 ,"  1,086 ",  404 ,  621 ,  648 
"$35,000 to $39,999",,,  841 ,  798 ,  604 ,  522 ,  428 
"$40,000 to $44,999",,,  733 ,  701 ,  398 ,  364 ,  480 
"$45,000 to $49,999",,,  557 ,  574 ,  509 ,  508 ,  398 
"$50,000 to $59,999",,,  797 ,"  1,098 ",  963 ,  947 ,"  1,059 "
"$60,000 to $74,999",,,  814 ,"  1,235 ","  1,382 ","  1,377 ","  1,377 "
"$75,000 to $99,999",,,  676 ,  929 ,"  1,003 ","  1,062 ",  969 
"$100,000 to $124,999",,,  415 ,  645 ,  774 ,  778 ,  838 
"$125,000 to $149,999",,,  231 ,  450 ,  313 ,  425 ,  526 
"$150,000 to $199,999",,,  392 ,  470 ,  785 ,  621 ,  561 
"$200,000 or more",,,,  461 ,  844 ,  852 ,  791 
Median household income,"$47,447","$46,096","$51,067","$51,155","$49,359","$48,531","$48,643"
,,,,,,,
42. Woodlawn,,,,,,,
Total,"  19,014 ","  14,138 ","  10,441 ","  10,145 ","  10,302 ","  10,250 ","  10,267 "
"Less than $10,000",,,"  4,298 ","  3,321 ","  2,146 ","  2,238 ","  2,230 "
"$10,000 to $14,999",,,"  1,207 ","  1,205 ",  980 ,"  1,018 ",  943 
"$15,000 to $19,999",,,"  1,308 ",  780 ,  872 ,  901 ,  979 
"$20,000 to $24,999",,,  821 ,  642 ,  909 ,  936 ,  761 
"$25,000 to $29,999",,,  622 ,  806 ,  620 ,  604 ,  680 
"$30,000 to $34,999",,,  473 ,  580 ,  681 ,  588 ,  616 
"$35,000 to $39,999",,,  531 ,  429 ,  343 ,  430 ,  465 
"$40,000 to $44,999",,,  173 ,  337 ,  643 ,  559 ,  481 
"$45,000 to $49,999",,,  280 ,  342 ,  236 ,  183 ,  274 
"$50,000 to $59,999",,,  315 ,  598 ,  520 ,  486 ,  541 
"$60,000 to $74,999",,,  208 ,  442 ,  644 ,  711 ,  648 
"$75,000 to $99,999",,,  157 ,  352 ,  698 ,  722 ,  711 
"$100,000 to $124,999",,,  27 ,  195 ,  392 ,  366 ,  370 
"$125,000 to $149,999",,,  12 ,  15 ,  322 ,  231 ,  206 
"$150,000 to $199,999",,,  9 ,  53 ,  173 ,  175 ,  256 
"$200,000 or more",,,,  48 ,  123 ,  102 ,  106 
Median household income,"$31,559","$22,901","$25,227","$25,962","$27,623","$25,642","$26,452"
,,,,,,,
43. South Shore,,,,,,,
Total,"  32,102 ","  31,393 ","  25,253 ","  25,711 ","  21,700 ","  21,822 ","  21,416 "
"Less than $10,000",,,"  7,276 ","  5,576 ","  4,861 ","  4,928 ","  4,861 "
"$10,000 to $14,999",,,"  2,399 ","  2,046 ","  1,914 ","  1,882 ","  2,004 "
"$15,000 to $19,999",,,"  2,896 ","  1,818 ","  1,329 ","  1,664 ","  1,774 "
"$20,000 to $24,999",,,"  2,363 ","  2,113 ","  1,423 ","  1,569 ","  1,566 "
"$25,000 to $29,999",,,"  2,003 ","  2,198 ","  1,253 ","  1,226 ","  1,231 "
"$30,000 to $34,999",,,"  1,645 ","  1,801 ","  1,283 ","  1,276 ","  1,126 "
"$35,000 to $39,999",,,"  1,543 ","  1,697 ","  1,297 ","  1,039 ","  1,097 "
"$40,000 to $44,999",,,"  1,011 ","  1,489 ","  1,138 ","  1,050 ","  1,050 "
"$45,000 to $49,999",,,  857 ,"  1,021 ",  763 ,  680 ,  563 
"$50,000 to $59,999",,,"  1,319 ","  1,713 ","  1,477 ","  1,431 ","  1,341 "
"$60,000 to $74,999",,,"  1,000 ","  1,585 ","  1,854 ","  1,700 ","  1,803 "
"$75,000 to $99,999",,,  593 ,"  1,459 ","  1,549 ","  1,634 ","  1,559 "
"$100,000 to $124,999",,,  174 ,  579 ,  831 ,  927 ,  720 
"$125,000 to $149,999",,,  54 ,  279 ,  325 ,  393 ,  345 
"$150,000 to $199,999",,,  120 ,  192 ,  265 ,  244 ,  186 
"$200,000 or more",,,,  145 ,  138 ,  179 ,  190 
Median household income,"$47,773","$41,523","$37,056","$39,439","$31,180","$28,849","$26,865"
,,,,,,,
44. Chatham,,,,,,,
Total,"  16,442 ","  16,361 ","  15,349 ","  15,750 ","  14,098 ","  13,692 ","  13,469 "
"Less than $10,000",,,"  3,006 ","  2,297 ","  2,367 ","  2,432 ","  2,253 "
"$10,000 to $14,999",,,"  1,434 ","  1,178 ","  1,242 ","  1,130 ","  1,095 "
"$15,000 to $19,999",,,"  1,823 ","  1,216 ","  1,407 ","  1,250 ","  1,090 "
"$20,000 to $24,999",,,"  1,717 ","  1,395 ",  972 ,  930 ,  890 
"$25,000 to $29,999",,,"  1,428 ","  1,186 ",  980 ,  819 ,  897 
"$30,000 to $34,999",,,"  1,248 ","  1,191 ",  728 ,  729 ,  644 
"$35,000 to $39,999",,,  899 ,"  1,144 ",  678 ,  849 ,  795 
"$40,000 to $44,999",,,  900 ,  920 ,  626 ,  621 ,  655 
"$45,000 to $49,999",,,  633 ,  740 ,  647 ,  523 ,  576 
"$50,000 to $59,999",,,  917 ,"  1,197 ","  1,151 ","  1,004 ","  1,017 "
"$60,000 to $74,999",,,  581 ,"  1,136 ","  1,082 ","  1,192 ","  1,155 "
"$75,000 to $99,999",,,  566 ,"  1,054 ","  1,064 ","  1,046 ","  1,130 "
"$100,000 to $124,999",,,  119 ,  659 ,  471 ,  477 ,  541 
"$125,000 to $149,999",,,  46 ,  134 ,  289 ,  281 ,  293 
"$150,000 to $199,999",,,  32 ,  121 ,  296 ,  332 ,  332 
"$200,000 or more",,,,  182 ,  98 ,  77 ,  106 
Median household income,"$53,129","$47,502","$44,274","$45,967","$31,444","$32,321","$33,849"
,,,,,,,
45. Avalon Park,,,,,,,
Total,"  4,121 ","  4,276 ","  3,935 ","  4,050 ","  3,871 ","  3,940 ","  3,844 "
"Less than $10,000",,,  513 ,  300 ,  406 ,  478 ,  422 
"$10,000 to $14,999",,,  283 ,  270 ,  248 ,  236 ,  184 
"$15,000 to $19,999",,,  296 ,  212 ,  260 ,  223 ,  244 
"$20,000 to $24,999",,,  239 ,  278 ,  241 ,  281 ,  296 
"$25,000 to $29,999",,,  357 ,  271 ,  137 ,  77 ,  123 
"$30,000 to $34,999",,,  299 ,  243 ,  276 ,  255 ,  249 
"$35,000 to $39,999",,,  293 ,  251 ,  197 ,  173 ,  199 
"$40,000 to $44,999",,,  287 ,  227 ,  156 ,  206 ,  222 
"$45,000 to $49,999",,,  201 ,  185 ,  170 ,  228 ,  239 
"$50,000 to $59,999",,,  362 ,  379 ,  252 ,  195 ,  222 
"$60,000 to $74,999",,,  376 ,  501 ,  357 ,  296 ,  250 
"$75,000 to $99,999",,,  320 ,  522 ,  443 ,  509 ,  506 
"$100,000 to $124,999",,,  75 ,  254 ,  398 ,  418 ,  318 
"$125,000 to $149,999",,,  23 ,  84 ,  165 ,  202 ,  214 
"$150,000 to $199,999",,,  11 ,  38 ,  127 ,  120 ,  108 
"$200,000 or more",,,,  35 ,  38 ,  43 ,  48 
Median household income,"$65,688","$64,734","$63,847","$63,028","$46,803","$46,569","$44,574"
,,,,,,,
46. South Chicago,,,,,,,
Total,"  14,747 ","  14,379 ","  12,594 ","  12,586 ","  10,770 ","  10,555 ","  10,176 "
"Less than $10,000",,,"  2,874 ","  2,501 ","  1,703 ","  1,846 ","  1,687 "
"$10,000 to $14,999",,,"  1,342 ","  1,117 ","  1,167 ","  1,261 ","  1,081 "
"$15,000 to $19,999",,,"  1,400 ","  1,038 ",  900 ,  749 ,  894 
"$20,000 to $24,999",,,"  1,138 ",  986 ,  804 ,  827 ,  929 
"$25,000 to $29,999",,,  998 ,  941 ,  734 ,  626 ,  550 
"$30,000 to $34,999",,,"  1,035 ",  867 ,  688 ,  709 ,  651 
"$35,000 to $39,999",,,  791 ,  779 ,  440 ,  444 ,  458 
"$40,000 to $44,999",,,  678 ,  589 ,  602 ,  723 ,  720 
"$45,000 to $49,999",,,  559 ,  470 ,  531 ,  481 ,  440 
"$50,000 to $59,999",,,  681 ,  922 ,  669 ,  526 ,  541 
"$60,000 to $74,999",,,  566 ,"  1,049 ",  806 ,  804 ,  721 
"$75,000 to $99,999",,,  360 ,  708 ,  801 ,  782 ,  726 
"$100,000 to $124,999",,,  116 ,  311 ,  395 ,  398 ,  320 
"$125,000 to $149,999",,,  36 ,  121 ,  248 ,  83 ,  124 
"$150,000 to $199,999",,,  20 ,  94 ,  204 ,  216 ,  253 
"$200,000 or more",,,,  93 ,  78 ,  80 ,  81 
Median household income,"$49,503","$53,080","$42,120","$40,194","$31,441","$30,196","$29,452"
,,,,,,,
47. Burnside,,,,,,,
Total,"  1,017 ","  1,015 ",  972 ,  958 ,"  1,056 ",  962 ,  901 
"Less than $10,000",,,  130 ,  159 ,  162 ,  152 ,  106 
"$10,000 to $14,999",,,  113 ,  65 ,  183 ,  186 ,  120 
"$15,000 to $19,999",,,  123 ,  70 ,  154 ,  194 ,  167 
"$20,000 to $24,999",,,  106 ,  37 ,  11 ,  10 ,  55 
"$25,000 to $29,999",,,  54 ,  68 ,  67 ,  14 ,  26 
"$30,000 to $34,999",,,  112 ,  83 ,  105 ,  87 ,  83 
"$35,000 to $39,999",,,  38 ,  62 ,  45 ,  29 ,  51 
"$40,000 to $44,999",,,  42 ,  34 ,  11 ,  9 ,  18 
"$45,000 to $49,999",,,  88 ,  26 ,  12 ,  19 ,  -   
"$50,000 to $59,999",,,  72 ,  98 ,  72 ,  102 ,  107 
"$60,000 to $74,999",,,  27 ,  117 ,  121 ,  81 ,  47 
"$75,000 to $99,999",,,  54 ,  66 ,  43 ,  28 ,  40 
"$100,000 to $124,999",,,  13 ,  32 ,  -   , - ,  48 
"$125,000 to $149,999",,,  -   ,  4 ,  29 ,  16 ,  -   
"$150,000 to $199,999",,,  -   ,  37 ,  21 ,  14 ,  27 
"$200,000 or more",,,,  -   ,  20 ,  21 ,  6 
Median household income,"$51,239","$60,647","$47,847","$49,448","$27,010","$18,641","$25,430"
,,,,,,,
48. Calumet Heights,,,,,,,
Total,"  5,985 ","  6,167 ","  5,809 ","  5,867 ","  5,586 ","  5,486 ","  5,325 "
"Less than $10,000",,,  500 ,  531 ,  352 ,  304 ,  298 
"$10,000 to $14,999",,,  287 ,  334 ,  193 ,  226 ,  245 
"$15,000 to $19,999",,,  320 ,  217 ,  290 ,  293 ,  278 
"$20,000 to $24,999",,,  412 ,  397 ,  261 ,  268 ,  330 
"$25,000 to $29,999",,,  526 ,  235 ,  352 ,  254 ,  222 
"$30,000 to $34,999",,,  519 ,  358 ,  214 ,  274 ,  279 
"$35,000 to $39,999",,,  466 ,  289 ,  148 ,  178 ,  249 
"$40,000 to $44,999",,,  405 ,  475 ,  342 ,  232 ,  243 
"$45,000 to $49,999",,,  285 ,  339 ,  318 ,  438 ,  376 
"$50,000 to $59,999",,,  627 ,  509 ,  575 ,  484 ,  516 
"$60,000 to $74,999",,,  680 ,  622 ,  569 ,  565 ,  468 
"$75,000 to $99,999",,,  494 ,  775 ,  845 ,  883 ,  823 
"$100,000 to $124,999",,,  197 ,  387 ,  488 ,  515 ,  484 
"$125,000 to $149,999",,,  71 ,  177 ,  175 ,  209 ,  234 
"$150,000 to $199,999",,,  20 ,  137 ,  304 ,  201 ,  165 
"$200,000 or more",,,,  85 ,  160 ,  162 ,  115 
Median household income,"$72,067","$75,436","$70,513","$65,845","$56,854","$56,164","$52,393"
,,,,,,,
49. Roseland,,,,,,,
Total,"  18,994 ","  18,058 ","  16,929 ","  16,738 ","  15,524 ","  15,057 ","  14,649 "
"Less than $10,000",,,"  2,988 ","  2,106 ","  1,694 ","  1,763 ","  1,977 "
"$10,000 to $14,999",,,"  1,432 ","  1,054 ","  1,124 ","  1,143 ","  1,114 "
"$15,000 to $19,999",,,"  1,516 ",  966 ,"  1,100 ",  939 ,  930 
"$20,000 to $24,999",,,"  1,459 ","  1,159 ","  1,336 ","  1,258 ",  973 
"$25,000 to $29,999",,,"  1,473 ","  1,128 ","  1,091 ",  904 ,  901 
"$30,000 to $34,999",,,"  1,253 ","  1,264 ",  884 ,"  1,112 ",  899 
"$35,000 to $39,999",,,"  1,236 ","  1,024 ",  898 ,  829 ,  854 
"$40,000 to $44,999",,,  977 ,"  1,023 ",  734 ,  725 ,  645 
"$45,000 to $49,999",,,  860 ,"  1,028 ",  869 ,  735 ,  736 
"$50,000 to $59,999",,,"  1,391 ","  1,319 ","  1,415 ","  1,393 ","  1,355 "
"$60,000 to $74,999",,,"  1,299 ","  1,766 ","  1,384 ","  1,486 ","  1,443 "
"$75,000 to $99,999",,,  749 ,"  1,629 ","  1,416 ","  1,290 ","  1,306 "
"$100,000 to $124,999",,,  145 ,  776 ,  746 ,  654 ,  781 
"$125,000 to $149,999",,,  68 ,  216 ,  436 ,  474 ,  370 
"$150,000 to $199,999",,,  83 ,  180 ,  235 ,  240 ,  287 
"$200,000 or more",,,,  100 ,  162 ,  112 ,  78 
Median household income,"$56,790","$56,415","$52,744","$54,347","$38,994","$37,928","$37,957"
,,,,,,,
50. Pullman,,,,,,,
Total,"  3,532 ","  3,384 ","  3,325 ","  3,270 ","  2,984 ","  2,915 ","  2,927 "
"Less than $10,000",,,  648 ,  492 ,  352 ,  359 ,  416 
"$10,000 to $14,999",,,  247 ,  292 ,  333 ,  310 ,  386 
"$15,000 to $19,999",,,  330 ,  266 ,  128 ,  132 ,  128 
"$20,000 to $24,999",,,  418 ,  263 ,  156 ,  175 ,  129 
"$25,000 to $29,999",,,  268 ,  264 ,  159 ,  199 ,  196 
"$30,000 to $34,999",,,  249 ,  264 ,  189 ,  154 ,  150 
"$35,000 to $39,999",,,  227 ,  132 ,  78 ,  101 ,  89 
"$40,000 to $44,999",,,  162 ,  174 ,  165 ,  168 ,  138 
"$45,000 to $49,999",,,  192 ,  175 ,  168 ,  151 ,  138 
"$50,000 to $59,999",,,  214 ,  254 ,  291 ,  308 ,  256 
"$60,000 to $74,999",,,  221 ,  351 ,  286 ,  239 ,  280 
"$75,000 to $99,999",,,  125 ,  192 ,  475 ,  440 ,  350 
"$100,000 to $124,999",,,  12 ,  113 ,  142 ,  110 ,  209 
"$125,000 to $149,999",,,  12 ,  31 ,  47 ,  44 ,  43 
"$150,000 to $199,999",,,  -   ,  3 ,  3 ,  6 ,  12 
"$200,000 or more",,,,  4 ,  12 ,  19 ,  7 
Median household income,"$53,489","$57,638","$46,864","$44,013","$44,132","$41,407","$38,175"
,,,,,,,
51. South Deering,,,,,,,
Total,"  5,545 ","  5,669 ","  5,487 ","  5,608 ","  5,332 ","  5,050 ","  5,002 "
"Less than $10,000",,,  904 ,  918 ,  911 ,  837 ,  825 
"$10,000 to $14,999",,,  345 ,  302 ,  455 ,  366 ,  387 
"$15,000 to $19,999",,,  587 ,  441 ,  383 ,  466 ,  382 
"$20,000 to $24,999",,,  440 ,  332 ,  458 ,  417 ,  368 
"$25,000 to $29,999",,,  640 ,  389 ,  356 ,  364 ,  357 
"$30,000 to $34,999",,,  423 ,  438 ,  226 ,  253 ,  251 
"$35,000 to $39,999",,,  437 ,  320 ,  200 ,  175 ,  257 
"$40,000 to $44,999",,,  498 ,  320 ,  353 ,  356 ,  332 
"$45,000 to $49,999",,,  223 ,  263 ,  153 ,  142 ,  152 
"$50,000 to $59,999",,,  358 ,  419 ,  358 ,  388 ,  319 
"$60,000 to $74,999",,,  374 ,  605 ,  625 ,  522 ,  501 
"$75,000 to $99,999",,,  192 ,  406 ,  500 ,  455 ,  439 
"$100,000 to $124,999",,,  45 ,  262 ,  192 ,  137 ,  212 
"$125,000 to $149,999",,,  8 ,  56 ,  103 ,  103 ,  127 
"$150,000 to $199,999",,,  13 ,  60 ,  42 ,  50 ,  70 
"$200,000 or more",,,,  77 ,  17 ,  19 ,  23 
Median household income,"$60,120","$59,917","$52,618","$49,447","$33,131","$31,865","$33,496"
,,,,,,,
52. East Side,,,,,,,
Total,"  7,757 ","  7,436 ","  7,071 ","  7,320 ","  6,900 ","  6,777 ","  6,719 "
"Less than $10,000",,,"  1,082 ",  696 ,  537 ,  540 ,  441 
"$10,000 to $14,999",,,  691 ,  534 ,  413 ,  327 ,  335 
"$15,000 to $19,999",,,  697 ,  400 ,  613 ,  548 ,  476 
"$20,000 to $24,999",,,  710 ,  536 ,  346 ,  412 ,  496 
"$25,000 to $29,999",,,  605 ,  481 ,  454 ,  449 ,  446 
"$30,000 to $34,999",,,  694 ,  524 ,  561 ,  483 ,  443 
"$35,000 to $39,999",,,  596 ,  514 ,  372 ,  389 ,  436 
"$40,000 to $44,999",,,  455 ,  504 ,  301 ,  373 ,  383 
"$45,000 to $49,999",,,  363 ,  558 ,  304 ,  318 ,  276 
"$50,000 to $59,999",,,  549 ,  678 ,  458 ,  488 ,  471 
"$60,000 to $74,999",,,  361 ,  829 ,  868 ,  815 ,  776 
"$75,000 to $99,999",,,  201 ,  651 ,  664 ,  697 ,  749 
"$100,000 to $124,999",,,  49 ,  239 ,  445 ,  471 ,  486 
"$125,000 to $149,999",,,  10 ,  60 ,  285 ,  156 ,  204 
"$150,000 to $199,999",,,  8 ,  49 ,  198 ,  245 ,  241 
"$200,000 or more",,,,  67 ,  81 ,  66 ,  60 
Median household income,"$61,764","$65,863","$50,916","$56,461","$43,751","$43,797","$43,629"
,,,,,,,
53. West Pullman,,,,,,,
Total,"  12,184 ","  11,732 ","  10,718 ","  10,688 ","  9,375 ","  9,278 ","  9,154 "
"Less than $10,000",,,"  1,793 ","  1,628 ","  1,166 ","  1,290 ","  1,392 "
"$10,000 to $14,999",,,  585 ,  588 ,  723 ,  508 ,  606 
"$15,000 to $19,999",,,"  1,033 ",  444 ,  709 ,  851 ,  894 
"$20,000 to $24,999",,,  746 ,  718 ,  633 ,  770 ,  646 
"$25,000 to $29,999",,,  882 ,  648 ,  507 ,  514 ,  479 
"$30,000 to $34,999",,,  958 ,  600 ,  542 ,  636 ,  676 
"$35,000 to $39,999",,,  906 ,  640 ,  426 ,  484 ,  399 
"$40,000 to $44,999",,,  635 ,  726 ,  461 ,  467 ,  415 
"$45,000 to $49,999",,,  604 ,  643 ,  308 ,  344 ,  320 
"$50,000 to $59,999",,,"  1,164 ",  888 ,  790 ,  692 ,  731 
"$60,000 to $74,999",,,  787 ,"  1,023 ","  1,074 ",  848 ,  838 
"$75,000 to $99,999",,,  477 ,"  1,172 ",  993 ,  982 ,  935 
"$100,000 to $124,999",,,  72 ,  559 ,  532 ,  465 ,  383 
"$125,000 to $149,999",,,  58 ,  155 ,  192 ,  180 ,  196 
"$150,000 to $199,999",,,  18 ,  130 ,  197 ,  138 ,  130 
"$200,000 or more",,,,  126 ,  122 ,  109 ,  114 
Median household income,"$60,422","$61,125","$58,457","$57,533","$40,997","$36,235","$34,031"
,,,,,,,
54. Riverdale,,,,,,,
