date,community,value,school_score,cta,income,crime,name
2012,37,135857.14285714287,42,1,16569,19947.9618386817,Fuller Park
2012,38,110812.5,46,1,30347,8617.52664915784,Grand Boulevard
2012,39,216354.16666666663,44,0,39593,5468.91737988117,Kenwood
2012,40,59375.0,29,1,22059,13435.7860246461,Washington Park
2012,41,198729.16666666663,43,0,48643,4638.95108161669,Hyde Park
2012,42,81979.16666666669,43,1,26452,8384.312020618929,Woodlawn
2012,43,80500.0,41,0,26865,11409.1779654567,South Shore
2012,44,124583.33333333331,48,1,33849,11864.224644543101,Chatham
2012,45,118141.66666666669,30,0,44574,9697.17591017353,Avalon Park
2012,46,108750.0,36,0,29452,9768.35899644703,South Chicago
2012,47,98520.83333333331,50,0,25430,9681.73496690604,Burnside
2012,48,143729.16666666663,55,0,52393,8154.204908965699,Calumet Heights
2012,49,103166.66666666669,41,1,37957,9016.65651120236,Roseland
2012,50,93770.83333333331,45,0,38175,7722.1730566103015,Pullman
2012,51,44479.16666666666,45,0,33496,6997.9908774979,South Deering
2012,52,82395.83333333331,41,0,43629,3215.5603452037,East Side
2012,53,76770.83333333331,46,0,34031,8721.69166837726,West Pullman
2012,54,58500.0,35,0,14579,10779.493174706899,Riverdale
2012,55,103145.83333333331,47,0,49907,3260.28861571354,Hegewisch
2012,56,188375.0,45,1,61669,3149.54643022166,Garfield Ridge
2012,57,165062.5,40,1,42055,4563.31039371475,Archer Heights
2012,58,137875.0,49,1,35667,3367.8551316345397,Brighton Park
2012,59,159791.66666666663,62,1,42371,4478.1881353751205,McKinley Park
2012,60,299687.5,47,0,41707,3322.41667088166,Bridgeport
2012,61,138677.08333333337,42,0,30716,6842.51495052208,New City
2012,62,153708.33333333337,40,0,44876,3655.6565623888105,West Elsdon
2012,63,109833.33333333331,47,1,37773,3791.75804687008,Gage Park
2012,64,162458.33333333337,64,0,60222,2210.2435130426,Clearing
2012,65,149208.33333333337,49,0,48793,4125.34012112696,West Lawn
2012,66,85166.66666666669,35,0,32601,6854.9986047678685,Chicago Lawn
2012,67,40166.66666666666,42,0,26858,12447.2422920092,West Englewood
2012,68,47375.0,42,1,18744,13267.0387329339,Englewood
2012,69,116250.0,43,1,25950,11828.5528654139,Greater Grand Crossing
2012,70,149093.75,42,0,65200,3479.9083624132204,Ashburn
2012,71,120708.33333333331,40,0,29999,8313.955946391741,Auburn Gresham
2012,72,287520.83333333326,53,0,91239,3385.53333604851,Beverly
2012,73,138083.33333333337,42,0,40553,7094.45068349896,Washington Heights
2012,74,194958.33333333328,66,0,87851,1666.0051390252695,Mount Greenwood
2012,75,163416.66666666663,49,0,61223,5947.94525527538,Morgan Park
2012,76,117291.66666666669,16,1,43259,5899.659337256158,O'Hare
2012,77,196166.66666666663,54,1,44429,3139.80529235039,Edgewater
2013,1,168104.16666666663,51,1,36461,3533.35329147216,Rogers Park
2013,2,156000.0,73,0,48538,2538.95415210525,West Ridge
2013,3,228500.0,55,1,43961,3602.96871339144,Uptown
2013,4,272416.66666666674,63,1,62125,2997.20559302797,Lincoln Square
2013,5,511739.58333333326,68,1,91425,3355.4519030968395,North Center
2013,6,431479.16666666674,76,1,76509,4254.33472031623,Lake View
2013,7,422701.38888888893,70,1,86904,4541.42390578091,Lincoln Park
2013,8,384916.66666666674,62,1,82194,7187.2142478371,Near North Side
2013,9,296750.0,86,0,77036,985.186379350493,Edison Park
2013,10,290625.0,73,1,70546,1506.9564367404,Norwood Park
2013,11,266000.0,73,1,62463,2460.04888508058,Jefferson Park
2013,12,434427.08333333326,86,0,80407,1354.0452100650698,Forest Glen
2013,13,323770.83333333326,76,0,50687,2911.67542422043,North Park
2013,14,244020.83333333328,57,1,54387,2560.95083095111,Albany Park
2013,15,266083.33333333326,55,0,54596,2923.4996674990502,Portage Park
2013,16,282437.5,55,1,46843,3600.2765877721995,Irving Park
2013,17,232500.0,63,0,59890,2111.68017122764,Dunning
2013,18,200229.16666666663,44,0,39982,2269.39970717424,Montclare
2013,19,220166.66666666663,48,0,42911,3356.4487783617897,Belmont Cragin
2013,20,211104.16666666663,48,0,34799,3588.2916131354796,Hermosa
2013,21,308520.83333333326,47,1,42745,3796.3358930835707,Avondale
2013,22,386979.16666666674,53,1,57024,4741.81120252865,Logan Square
2013,23,137637.5,45,0,33119,6562.66890596592,Humboldt Park
2013,24,436604.16666666674,61,1,70097,6299.04647807246,West Town
2013,25,167135.41666666663,55,1,30580,7711.445198312521,Austin
2013,26,71194.44444444444,52,1,25454,11306.04524843,West Garfield Park
2013,27,127125.0,52,1,20219,10052.3621585714,East Garfield Park
2013,28,283770.83333333326,61,1,71114,8094.79689862086,Near West Side
2013,29,96229.16666666669,44,1,22708,9339.719866960591,North Lawndale
2013,30,83562.5,45,1,30013,2946.414074143511,South Lawndale
2013,31,223916.66666666663,48,1,34049,4502.79960589243,Lower West Side
2013,32,291250.0,67,1,92841,14198.4525587088,Loop
2013,33,358020.83333333326,58,1,74377,3742.8419150207,Near South Side
2013,34,269375.0,66,1,24299,4616.37690507079,Armour Square
2013,35,137687.5,32,1,31526,8434.59070038804,Douglas
2013,36,241625.0,12,1,26240,4487.74827656815,Oakland
2013,37,48104.16666666666,49,1,16854,16514.3025656148,Fuller Park
2013,38,172083.33333333337,35,1,29983,8723.807439607479,Grand Boulevard
2013,39,214708.33333333328,44,0,39735,4388.04822329288,Kenwood
2013,40,84479.16666666669,32,1,21390,13414.267903133701,Washington Park
2013,41,189583.33333333328,48,0,48285,4272.96153515265,Hyde Park
2013,42,89789.58333333331,28,1,25866,7648.496614312049,Woodlawn
2013,43,91583.33333333331,43,0,24707,10354.6808045801,South Shore
2013,44,130000.0,46,1,35051,11936.653415151599,Chatham
2013,45,166375.0,41,0,43459,8407.09753041498,Avalon Park
2013,46,137458.33333333337,32,0,28457,8685.71980702978,South Chicago
2013,47,132583.33333333337,41,0,24640,8313.708699065179,Burnside
2013,48,154729.16666666663,50,0,50162,6358.53958703672,Calumet Heights
2013,49,85250.0,49,1,37438,8424.23639061552,Roseland
2013,50,87500.0,55,0,35196,7478.6012678565685,Pullman
2013,51,67926.70588235294,58,0,33678,7177.872352128309,South Deering
2013,52,93333.33333333331,47,0,43568,2559.20065445543,East Side
2013,53,71187.5,42,0,30548,7756.355347783448,West Pullman
2013,54,58500.0,37,0,14698,9628.184321377159,Riverdale
2013,55,114125.0,55,0,51591,3304.89833145553,Hegewisch
2013,56,204104.16666666663,54,1,61312,2788.1750821175,Garfield Ridge
2013,57,172375.0,50,1,41186,4890.69372948436,Archer Heights
2013,58,150291.66666666663,63,1,34208,2867.82932789512,Brighton Park
2013,59,204229.16666666663,72,1,42219,4307.73199200363,McKinley Park
2013,60,330645.83333333326,54,0,39686,2863.7812719511303,Bridgeport
2013,61,138634.0909090909,43,0,29097,6013.21199417669,New City
2013,62,164708.33333333337,54,0,43370,3666.32206081408,West Elsdon
2013,63,120050.16666666669,58,1,37010,3211.62568602373,Gage Park
2013,64,190100.33333333328,69,0,61411,2001.59100823733,Clearing
2013,65,169250.0,64,0,48654,3714.83912000224,West Lawn
2013,66,116791.66666666669,40,0,31161,5904.313748775649,Chicago Lawn
2013,67,30912.0,39,0,26738,11770.882263546699,West Englewood
2013,68,64400.0,39,1,18369,12302.221454383402,Englewood
2013,69,108250.0,36,1,23896,10725.1054489243,Greater Grand Crossing
2013,70,170625.0,54,0,63221,3472.1804185398305,Ashburn
2013,71,129500.0,43,0,29113,7927.01905017385,Auburn Gresham
2013,72,281166.66666666674,53,0,92771,2725.41215430974,Beverly
2013,73,140125.0,48,0,39566,7109.22787193952,Washington Heights
2013,74,205854.16666666663,88,0,87156,1439.3816916907,Mount Greenwood
2013,75,165187.5,51,0,60313,5372.73337810609,Morgan Park
2013,76,117958.33333333331,55,1,41572,5617.112957833249,O'Hare
2013,77,192041.66666666663,56,1,44721,2603.1642948744297,Edgewater
2014,1,63437.5,54,1,35144,3137.97394260553,Rogers Park
2014,2,69687.5,64,0,49136,2235.4673624564803,West Ridge
2014,3,160875.0,65,1,43693,2955.8915911333697,Uptown
2014,4,139041.66666666663,71,1,62174,2290.40645371402,Lincoln Square
2014,5,463635.41666666674,66,1,92572,2705.94365861165,North Center
2014,6,380104.16666666674,70,1,77288,3440.9757464827003,Lake View
2014,7,381881.94444444455,75,1,86115,4052.509276264221,Lincoln Park
2014,8,304281.25,62,1,82220,6050.03758084618,Near North Side
2014,9,226895.83333333328,73,0,74731,797.619687763259,Edison Park
2014,10,212312.5,71,1,70514,1468.8042301561802,Norwood Park
2014,11,180375.0,66,1,62905,2325.61818728345,Jefferson Park
2014,12,363937.5,81,0,76468,1174.56503550512,Forest Glen
2014,13,195020.83333333328,70,0,49092,2808.25865361797,North Park
2014,14,113562.5,54,1,56108,2183.44169070078,Albany Park
2014,15,162291.66666666663,52,0,54419,2407.38179943934,Portage Park
2014,16,187479.16666666663,59,1,44929,2716.34136917653,Irving Park
2014,17,152479.16666666663,69,0,58836,1539.22637144112,Dunning
2014,18,137187.5,45,0,38578,1790.6536613772,Montclare
2014,19,129489.58333333331,54,0,42720,2679.0710865431,Belmont Cragin
2014,20,111104.16666666669,62,0,32271,3158.65868342486,Hermosa
2014,21,172083.33333333337,49,1,41103,3124.53622235889,Avondale
2014,22,281322.91666666674,60,1,57933,3993.02328906154,Logan Square
2014,23,67458.33333333331,63,0,33936,5611.43079108397,Humboldt Park
2014,24,338229.16666666674,71,1,70232,5611.7361838670395,West Town
2014,25,94395.83333333331,50,1,29872,6897.02207047103,Austin
2014,26,34072.916666666664,60,1,25546,10260.225837512,West Garfield Park
2014,27,63604.16666666666,60,1,18335,9182.34563190387,East Garfield Park
2014,28,198878.33333333328,58,1,71921,7414.29792434022,Near West Side
2014,29,47291.66666666666,52,1,22309,8948.5725179922,North Lawndale
2014,30,49291.66666666666,45,1,28797,2699.3032498914104,South Lawndale
2014,31,133458.33333333337,52,1,32995,4016.7322774008703,Lower West Side
2014,32,214166.66666666663,48,1,96926,12746.4359339155,Loop
2014,33,281833.33333333326,41,1,74580,3515.3620172593605,Near South Side
2014,34,266250.0,54,1,25008,4750.76428458657,Armour Square
2014,35,80758.66666666669,54,1,30664,7674.704921981701,Douglas
2014,36,167416.66666666663,46,1,27666,4862.01465452302,Oakland
2014,37,41520.833333333336,67,1,17139,14482.39542582,Fuller Park
2014,38,75250.0,46,1,29620,7944.32306571897,Grand Boulevard
2014,39,169437.5,57,0,39878,4321.63881988633,Kenwood
2014,40,33687.5,38,1,20722,11884.155080313501,Washington Park
2014,41,175645.83333333337,40,0,47927,3543.82249201589,Hyde Park
2014,42,86979.16666666669,43,1,25281,6518.72616651897,Woodlawn
2014,43,60708.33333333334,52,0,22550,8621.263712115991,South Shore
2014,44,102583.33333333331,49,1,36254,10543.583416289499,Chatham
2014,45,100666.66666666669,27,0,42345,7469.235321728209,Avalon Park
2014,46,66437.5,34,0,27463,7149.737240959,South Chicago
2014,47,479145.83333333326,47,0,23850,6474.247685185191,Burnside
2014,48,96250.0,62,0,47932,6070.810677211999,Calumet Heights
2014,49,75687.5,40,1,36920,7308.3374015772,Roseland
2014,50,64895.83333333334,54,0,32218,8718.93039810966,Pullman
2014,51,34062.5,56,0,33861,6930.61031163376,South Deering
2014,52,67062.5,48,0,43507,2285.3282801698497,East Side
2014,53,64645.83333333334,62,0,27065,6718.357800966961,West Pullman
2014,54,52500.0,42,0,14817,9570.58549464196,Riverdale
2014,55,86541.66666666669,51,0,53275,3015.94140456701,Hegewisch
2014,56,141458.33333333337,57,1,60955,2305.34450288981,Garfield Ridge
2014,57,118645.83333333331,54,1,40317,3987.5553218527093,Archer Heights
2014,58,70312.5,53,1,32750,2577.364852998,Brighton Park
2014,59,149375.0,72,1,42068,3296.2771458117604,McKinley Park
2014,60,258666.66666666663,59,0,37665,2809.1862627915,Bridgeport
2014,61,103135.41666666669,49,0,27479,5625.08144422926,New City
2014,62,110833.33333333331,55,0,41864,2565.29113684011,West Elsdon
2014,63,67583.33333333331,52,1,36247,2792.8232904536603,Gage Park
2014,64,116937.5,66,0,62600,1849.78390773245,Clearing
2014,65,120354.16666666669,63,0,48515,3396.85169842576,West Lawn
2014,66,53541.66666666666,49,0,29722,5135.57312846064,Chicago Lawn
2014,67,34104.166666666664,54,0,26619,9707.47795481389,West Englewood
2014,68,44041.66666666666,54,1,17994,11097.1118433811,Englewood
2014,69,88062.5,43,1,21842,9183.57884696889,Greater Grand Crossing
2014,70,109604.16666666669,60,0,61242,2917.4804101747804,Ashburn
2014,71,80812.5,52,0,28227,7386.252152870291,Auburn Gresham
2014,72,231125.0,50,0,94303,2285.61929893823,Beverly
2014,73,107583.33333333331,58,0,38579,5720.98755615619,Washington Heights
2014,74,171208.33333333337,80,0,86462,1505.03588130527,Mount Greenwood
2014,75,112666.66666666669,61,0,59404,4545.62390551059,Morgan Park
2014,76,67583.33333333331,40,1,39885,5070.35790761702,O'Hare
2014,77,131358.33333333337,65,1,45014,2099.53143029893,Edgewater
2015,1,93104.16666666669,51,1,33826,3137.2858142261603,Rogers Park
2015,2,80641.5,68,0,49733,1925.3016609758704,West Ridge
2015,3,189979.16666666663,57,1,43425,3066.2813284692797,Uptown
2015,4,204458.33333333328,60,1,62223,2213.65266220149,Lincoln Square
2015,5,489687.5,74,1,93718,2486.4220010674107,North Center
2015,6,408187.5,73,1,78067,3398.0041107457,Lake View
2015,7,370979.16666666674,75,1,85325,3624.207204674021,Lincoln Park
2015,8,328072.91666666674,67,1,82245,6230.9877194746605,Near North Side
2015,9,285208.33333333326,73,0,72425,816.0703075957291,Edison Park
2015,10,234104.16666666663,75,1,70482,1517.71117166211,Norwood Park
2015,11,193583.33333333328,79,1,63347,2036.24839061107,Jefferson Park
2015,12,392364.58333333326,77,0,72528,1204.5290291496,Forest Glen
2015,13,217458.33333333328,75,0,47496,2511.4090535446,North Park
2015,14,168145.83333333337,55,1,57829,2450.2170752080397,Albany Park
2015,15,200270.83333333328,59,0,54242,2474.96693746458,Portage Park
2015,16,216666.66666666663,65,1,43014,2957.58818542099,Irving Park
2015,17,166937.5,64,0,57781,1654.86894968431,Dunning
2015,18,140500.0,63,0,37173,1990.4458598726,Montclare
2015,19,137349.95833333337,62,0,42528,2540.40547806547,Belmont Cragin
2015,20,117879.08333333331,59,0,29743,3108.7652217280797,Hermosa
2015,21,212729.16666666663,51,1,39460,3258.23594768624,Avondale
2015,22,325166.66666666674,65,1,58842,3905.265445063929,Logan Square
2015,23,71992.0,62,0,34752,5606.35296170964,Humboldt Park
2015,24,371569.44444444455,63,1,70367,5311.70909276336,West Town
2015,25,102000.0,49,1,29163,6651.12490520484,Austin
2015,26,55708.33333333334,57,1,25638,10611.9287374129,West Garfield Park
2015,27,61916.66666666666,57,1,16451,8539.931406173158,East Garfield Park
2015,28,194508.92857142852,55,1,72728,7215.11706590854,Near West Side
2015,29,54166.66666666666,50,1,21910,8589.012854717808,North Lawndale
2015,30,47833.33333333334,55,1,27581,2468.78257137599,South Lawndale
2015,31,160520.83333333337,56,1,31941,3704.406093937621,Lower West Side
2015,32,256854.16666666663,67,1,101011,13391.920068290501,Loop
2015,33,348125.0,59,1,74782,3351.56693071841,Near South Side
2015,34,283875.0,62,1,25717,3887.56618457052,Armour Square
2015,35,78454.16666666669,45,1,29801,8150.40362554896,Douglas
2015,36,130854.16666666669,46,1,29091,5290.27825489525,Oakland
2015,37,92416.66666666669,55,1,17424,14477.7265745007,Fuller Park
2015,38,102916.66666666669,42,1,29256,7797.57020724713,Grand Boulevard
2015,39,129808.08333333331,60,0,40020,3703.07167235493,Kenwood
2015,40,35837.5,47,1,20053,11311.5924779814,Washington Park
2015,41,202208.33333333328,59,0,47569,3683.97597776031,Hyde Park
2015,42,90354.16666666669,56,1,24695,6271.74960187161,Woodlawn
2015,43,47312.5,51,0,20392,8848.367428343121,South Shore
2015,44,106541.66666666669,54,1,37456,10041.3911734667,Chatham
2015,45,97041.66666666669,64,0,41230,6368.50783182192,Avalon Park
2015,46,87616.58333333331,56,0,26468,7211.17131532048,South Chicago
2015,47,53083.33333333334,50,0,23060,6380.63806380636,Burnside
2015,48,90229.16666666669,71,0,45701,5349.147749587571,Calumet Heights
2015,49,45274.91666666666,54,1,36401,6916.952202529,Roseland
2015,50,81541.66666666669,57,0,29239,6833.15458863188,Pullman
2015,51,39406.25,57,0,34043,6027.455270494399,South Deering
2015,52,76241.58333333331,50,0,43446,2062.76251841754,East Side
2015,53,67208.33333333331,56,0,23582,6095.13612725606,West Pullman
2015,54,79000.0,53,0,14936,10023.8663484486,Riverdale
2015,55,75258.16666666669,53,0,54959,2281.45104611559,Hegewisch
2015,56,157020.83333333337,60,1,60598,2292.47605207747,Garfield Ridge
2015,57,127791.66666666669,50,1,39448,3493.7352460505103,Archer Heights
2015,58,82854.16666666669,59,1,31291,2410.29914904823,Brighton Park
2015,59,186291.66666666663,69,1,41916,3452.74340869336,McKinley Park
2015,60,270395.83333333326,68,0,35644,2609.38027218539,Bridgeport
2015,61,95270.83333333331,52,0,25860,5092.74044957627,New City
2015,62,115145.83333333331,61,0,40358,2624.58990782691,West Elsdon
2015,63,72575.0,54,1,35484,2633.90028451092,Gage Park
2015,64,132687.5,75,0,63789,1686.27617550863,Clearing
2015,65,123287.25,58,0,48376,3151.20711562889,West Lawn
2015,66,60979.16666666666,53,0,28282,4712.15109223311,Chicago Lawn
2015,67,39483.333333333336,51,0,26499,8786.112063756651,West Englewood
2015,68,53208.33333333334,51,1,17619,10614.6115191341,Englewood
2015,69,66066.66666666669,52,1,19788,9694.69647050861,Greater Grand Crossing
2015,70,111862.5,62,0,59263,2536.48740721257,Ashburn
2015,71,99491.58333333331,54,0,27341,7251.30397227098,Auburn Gresham
2015,72,248770.83333333328,59,0,95835,2623.98320650748,Beverly
2015,73,97104.16666666669,63,0,37592,5189.78161012164,Washington Heights
2015,74,175854.08333333337,81,0,85767,1378.09095400296,Mount Greenwood
2015,75,135225.66666666663,56,0,58494,4456.91647408378,Morgan Park
2015,76,72625.0,71,1,38198,5176.345393736699,O'Hare
2015,77,151083.33333333337,59,1,45306,2119.87146649281,Edgewater
2016,1,123250.0,53,1,32509,3461.2547900400104,Rogers Park
2016,2,125979.16666666669,66,0,50331,2126.76891265073,West Ridge
2016,3,209083.33333333328,61,1,43157,3423.72321253604,Uptown
2016,4,225520.83333333328,65,1,62272,2505.1859819341503,Lincoln Square
2016,5,485906.25,70,1,94865,2398.72905036703,North Center
2016,6,418354.16666666674,72,1,78846,3564.3463345892205,Lake View
2016,7,400826.38888888893,75,1,84536,4158.2283228323795,Lincoln Park
2016,8,355875.0,65,1,82271,7385.31258300312,Near North Side
2016,9,290875.0,73,0,70120,1193.48875607961,Edison Park
2016,10,280562.5,73,1,70450,1618.65299682819,Norwood Park
2016,11,234270.83333333328,72,1,63789,2075.2815319784,Jefferson Park
2016,12,402520.83333333326,79,0,68589,1592.40774188033,Forest Glen
2016,13,225500.0,72,0,45901,2934.95324551224,North Park
2016,14,194458.33333333328,54,1,59550,2548.345455381,Albany Park
2016,15,225020.83333333328,55,0,54065,2407.15268225592,Portage Park
2016,16,279166.66666666674,62,1,41100,2873.16243130908,Irving Park
2016,17,195942.33333333328,66,0,56727,1974.0242338393,Dunning
2016,18,178675.0,54,0,35769,2152.00806103354,Montclare
2016,19,173656.25,58,0,42337,2816.60227755424,Belmont Cragin
2016,20,160625.0,60,0,27215,3016.1868695331605,Hermosa
2016,21,286212.5,50,1,37818,3262.15735175584,Avondale
2016,22,349677.08333333326,63,1,59751,4641.6041571864,Logan Square
2016,23,103145.83333333331,62,0,35569,6689.69005358042,Humboldt Park
2016,24,402597.22222222225,67,1,70502,6637.5263072694215,West Town
2016,25,133481.20833333337,50,1,28455,7586.14197381952,Austin
2016,26,43062.5,58,1,25730,12881.7494096146,West Garfield Park
2016,27,70125.0,58,1,14567,9514.8832598907,East Garfield Park
2016,28,233201.3888888889,57,1,73535,8991.26391386079,Near West Side
2016,29,88875.0,51,1,21511,10259.7659143666,North Lawndale
2016,30,50666.66666666666,50,1,26365,2964.62664536096,South Lawndale
2016,31,187187.5,54,1,30887,4079.6058652853003,Lower West Side
2016,32,266854.16666666674,57,1,105096,15640.1944894628,Loop
2016,33,324375.0,50,1,74985,3453.88623564963,Near South Side
2016,34,243875.0,58,1,26426,3758.8692420318,Armour Square
2016,35,81520.83333333331,49,1,28939,9880.59072999078,Douglas
2016,36,291854.16666666674,46,1,30517,6272.83380437027,Oakland
2016,37,85100.0,61,1,17709,19257.9228114215,Fuller Park
2016,38,113416.66666666669,44,1,28893,8702.16815805042,Grand Boulevard
2016,39,166125.0,58,0,40163,4153.40202421301,Kenwood
2016,40,45270.83333333334,42,1,19385,12115.4820850712,Washington Park
2016,41,184541.66666666663,50,0,47211,4339.25731277233,Hyde Park
2016,42,102333.33333333331,50,1,24110,6626.858126787181,Woodlawn
2016,43,63333.33333333334,51,0,18235,8820.99424738122,South Shore
2016,44,124416.66666666669,52,1,38659,11121.7824177594,Chatham
2016,45,125604.16666666669,45,0,40116,6067.98642769417,Avalon Park
2016,46,96020.83333333331,45,0,25474,7844.031211695121,South Chicago
2016,47,114367.5,48,0,22270,5949.72482522684,Burnside
2016,48,150187.5,66,0,43471,5417.58557867484,Calumet Heights
2016,49,76633.75,47,1,35883,7674.19749173774,Roseland
2016,50,79104.16666666669,55,0,26261,8606.33853692236,Pullman
2016,51,61862.41666666666,56,0,34226,6194.38642671157,South Deering
2016,52,80166.66666666669,49,0,43385,2302.05420852552,East Side
2016,53,71833.33333333331,59,0,20099,6274.50672240521,West Pullman
2016,54,41055.55555555556,47,0,15055,11569.8426144724,Riverdale
2016,55,102125.0,52,0,56643,2670.140019537589,Hegewisch
2016,56,172812.5,58,1,60241,2920.1256249963103,Garfield Ridge
2016,57,149604.16666666663,52,1,38579,3337.571519389681,Archer Heights
2016,58,107458.33333333331,56,1,29833,2580.97875622241,Brighton Park
2016,59,171895.83333333337,70,1,41765,3324.24360472664,McKinley Park
2016,60,330083.33333333326,63,0,33623,2620.62636524619,Bridgeport
2016,61,120104.16666666669,50,0,24242,5739.218325469,New City
2016,62,137958.33333333337,58,0,38852,2903.95328960241,West Elsdon
2016,63,89041.66666666669,53,1,34721,2768.2278876635996,Gage Park
2016,64,152437.5,71,0,64978,1820.19827462137,Clearing
2016,65,134937.5,60,0,48237,3101.01320233344,West Lawn
2016,66,71333.33333333331,51,0,26843,5145.94229795836,Chicago Lawn
2016,67,30500.0,53,0,26380,10148.8589281615,West Englewood
2016,68,53708.33333333334,53,1,17244,10552.6387617809,Englewood
2016,69,101479.16666666669,47,1,17734,10189.0879490061,Greater Grand Crossing
2016,70,134635.41666666663,61,0,57284,3466.00221061863,Ashburn
2016,71,104745.83333333331,53,0,26455,7501.3503781062,Auburn Gresham
2016,72,283645.83333333326,54,0,97367,2545.17688979386,Beverly
2016,73,109187.5,61,0,36605,5669.23988073348,Washington Heights
2016,74,194125.0,80,0,85073,1267.08487391467,Mount Greenwood
2016,75,136741.58333333337,58,0,57585,3979.02057817598,Morgan Park
2016,76,99287.5,55,1,36511,5643.69900271985,O'Hare
2016,77,179250.0,62,1,45599,2334.56588370848,Edgewater
