,station_id,stationname,date,daytype,rides
595575,41660,Lake/State,2012-06-04,W,17569
644650,40380,Clark/Lake,2013-06-04,W,20470
647770,41660,Lake/State,2013-06-04,W,15994
699695,41660,Lake/State,2014-06-04,W,20699
696575,40380,Clark/Lake,2014-06-04,W,19937
748921,40380,Clark/Lake,2015-06-04,W,22405
752041,41660,Lake/State,2015-06-04,W,22157
804745,41660,Lake/State,2016-06-04,A,13120
804475,41420,Addison-North Main,2016-06-04,A,13089
21895,40380,Clark/Lake,2001-06-05,W,16285
21901,40450,95th/Dan Ryan,2001-06-05,W,13808
73756,40380,Clark/Lake,2002-06-05,W,15509
73762,40450,95th/Dan Ryan,2002-06-05,W,14366
125586,40380,Clark/Lake,2003-06-05,W,15278
125592,40450,95th/Dan Ryan,2003-06-05,W,14270
177654,41420,Addison-North Main,2004-06-05,A,11791
177657,41450,Chicago/State,2004-06-05,A,10948
229436,40890,O'Hare Airport,2005-06-05,U,7924
229487,41450,Chicago/State,2005-06-05,U,7557
281218,40380,Clark/Lake,2006-06-05,W,17335
281224,40450,95th/Dan Ryan,2006-06-05,W,15160
333048,40380,Clark/Lake,2007-06-05,W,17851
333054,40450,95th/Dan Ryan,2007-06-05,W,14964
385020,40380,Clark/Lake,2008-06-05,W,19786
385026,40450,95th/Dan Ryan,2008-06-05,W,14761
436726,40380,Clark/Lake,2009-06-05,W,17742
436829,41660,Lake/State,2009-06-05,W,15263
488289,41450,Chicago/State,2010-06-05,A,11019
488278,41320,Belmont-North Main,2010-06-05,A,9466
539754,41450,Chicago/State,2011-06-05,U,9917
539703,40890,O'Hare Airport,2011-06-05,U,9323
592456,40380,Clark/Lake,2012-06-05,W,20503
595576,41660,Lake/State,2012-06-05,W,17881
644651,40380,Clark/Lake,2013-06-05,W,20405
647771,41660,Lake/State,2013-06-05,W,16777
699696,41660,Lake/State,2014-06-05,W,22010
696576,40380,Clark/Lake,2014-06-05,W,20021
752042,41660,Lake/State,2015-06-05,W,23119
748922,40380,Clark/Lake,2015-06-05,W,21873
804476,41420,Addison-North Main,2016-06-05,U,12281
803036,40890,O'Hare Airport,2016-06-05,U,10801
22037,40380,Clark/Lake,2001-06-06,W,16543
22043,40450,95th/Dan Ryan,2001-06-06,W,14361
73898,40380,Clark/Lake,2002-06-06,W,15486
73904,40450,95th/Dan Ryan,2002-06-06,W,14545
125728,40380,Clark/Lake,2003-06-06,W,15100
125827,41450,Chicago/State,2003-06-06,W,14551
177796,41420,Addison-North Main,2004-06-06,U,9692
177788,41320,Belmont-North Main,2004-06-06,U,8101
229530,40380,Clark/Lake,2005-06-06,W,16094
229536,40450,95th/Dan Ryan,2005-06-06,W,14257
281360,40380,Clark/Lake,2006-06-06,W,17367
281366,40450,95th/Dan Ryan,2006-06-06,W,14881
333190,40380,Clark/Lake,2007-06-06,W,17886
333196,40450,95th/Dan Ryan,2007-06-06,W,15103
385162,40380,Clark/Lake,2008-06-06,W,19286
385168,40450,95th/Dan Ryan,2008-06-06,W,14286
436960,41400,Roosevelt,2009-06-06,A,11225
436965,41450,Chicago/State,2009-06-06,A,10415
488379,40890,O'Hare Airport,2010-06-06,U,8558
488430,41450,Chicago/State,2010-06-06,U,8144
539797,40380,Clark/Lake,2011-06-06,W,19524
539900,41660,Lake/State,2011-06-06,W,18473
592457,40380,Clark/Lake,2012-06-06,W,20635
595577,41660,Lake/State,2012-06-06,W,18301
644652,40380,Clark/Lake,2013-06-06,W,20512
647772,41660,Lake/State,2013-06-06,W,17443
699697,41660,Lake/State,2014-06-06,W,21709
696577,40380,Clark/Lake,2014-06-06,W,19386
752043,41660,Lake/State,2015-06-06,A,17336
751863,41450,Chicago/State,2015-06-06,A,14474
801627,40380,Clark/Lake,2016-06-06,W,21612
804747,41660,Lake/State,2016-06-06,W,21484
22179,40380,Clark/Lake,2001-06-07,W,16805
22283,41660,Lake/State,2001-06-07,W,14721
74040,40380,Clark/Lake,2002-06-07,W,15136
74139,41450,Chicago/State,2002-06-07,W,14840
125966,41420,Addison-North Main,2003-06-07,A,14713
125969,41450,Chicago/State,2003-06-07,A,12279
177842,40380,Clark/Lake,2004-06-07,W,15260
177848,40450,95th/Dan Ryan,2004-06-07,W,13950
229672,40380,Clark/Lake,2005-06-07,W,16048
229678,40450,95th/Dan Ryan,2005-06-07,W,14348
281502,40380,Clark/Lake,2006-06-07,W,17680
281508,40450,95th/Dan Ryan,2006-06-07,W,15238
333332,40380,Clark/Lake,2007-06-07,W,17851
333338,40450,95th/Dan Ryan,2007-06-07,W,15099
385332,40680,Adams/Wabash,2008-06-07,A,10119
385292,40260,State/Lake,2008-06-07,A,9505
437055,40890,O'Hare Airport,2009-06-07,U,7611
437106,41450,Chicago/State,2009-06-07,U,7506
488473,40380,Clark/Lake,2010-06-07,W,18684
488576,41660,Lake/State,2010-06-07,W,17279
539938,40380,Clark/Lake,2011-06-07,W,19798
540041,41660,Lake/State,2011-06-07,W,17762
592458,40380,Clark/Lake,2012-06-07,W,21149
595578,41660,Lake/State,2012-06-07,W,19292
644653,40380,Clark/Lake,2013-06-07,W,19839
647773,41660,Lake/State,2013-06-07,W,18748
699188,41320,Belmont-North Main,2014-06-07,A,14177
699518,41450,Chicago/State,2014-06-07,A,14085
752044,41660,Lake/State,2015-06-07,U,10865
750334,40890,O'Hare Airport,2015-06-07,U,9977
804748,41660,Lake/State,2016-06-07,W,22537
801628,40380,Clark/Lake,2016-06-07,W,22485
22321,40380,Clark/Lake,2001-06-08,W,16425
22327,40450,95th/Dan Ryan,2001-06-08,W,14923
74281,41450,Chicago/State,2002-06-08,A,10731
74270,41320,Belmont-North Main,2002-06-08,A,8752
126108,41420,Addison-North Main,2003-06-08,U,9748
126111,41450,Chicago/State,2003-06-08,U,7709
177984,40380,Clark/Lake,2004-06-08,W,15426
177990,40450,95th/Dan Ryan,2004-06-08,W,14538
229814,40380,Clark/Lake,2005-06-08,W,16078
229820,40450,95th/Dan Ryan,2005-06-08,W,14124
281644,40380,Clark/Lake,2006-06-08,W,17737
281650,40450,95th/Dan Ryan,2006-06-08,W,15294
333474,40380,Clark/Lake,2007-06-08,W,16635
333480,40450,95th/Dan Ryan,2007-06-08,W,14667
385474,40680,Adams/Wabash,2008-06-08,U,9123
385494,40890,O'Hare Airport,2008-06-08,U,8049
437149,40380,Clark/Lake,2009-06-08,W,18206
437252,41660,Lake/State,2009-06-08,W,15310
488614,40380,Clark/Lake,2010-06-08,W,18351
488717,41660,Lake/State,2010-06-08,W,15701
540079,40380,Clark/Lake,2011-06-08,W,19785
540182,41660,Lake/State,2011-06-08,W,18702
592459,40380,Clark/Lake,2012-06-08,W,20211
595579,41660,Lake/State,2012-06-08,W,19898
647504,41420,Addison-North Main,2013-06-08,A,16128
647594,41450,Chicago/State,2013-06-08,A,13856
699429,41420,Addison-North Main,2014-06-08,U,11898
699189,41320,Belmont-North Main,2014-06-08,U,10625
752045,41660,Lake/State,2015-06-08,W,22094
748925,40380,Clark/Lake,2015-06-08,W,21798
804749,41660,Lake/State,2016-06-08,W,22748
801629,40380,Clark/Lake,2016-06-08,W,22539
22562,41450,Chicago/State,2001-06-09,A,9333
22551,41320,Belmont-North Main,2001-06-09,A,9165
74423,41450,Chicago/State,2002-06-09,U,7854
74372,40890,O'Hare Airport,2002-06-09,U,7843
126154,40380,Clark/Lake,2003-06-09,W,15661
126160,40450,95th/Dan Ryan,2003-06-09,W,14179
178126,40380,Clark/Lake,2004-06-09,W,15246
178132,40450,95th/Dan Ryan,2004-06-09,W,14284
229956,40380,Clark/Lake,2005-06-09,W,16283
229962,40450,95th/Dan Ryan,2005-06-09,W,14163
281786,40380,Clark/Lake,2006-06-09,W,16631
281792,40450,95th/Dan Ryan,2006-06-09,W,14658
333715,41450,Chicago/State,2007-06-09,A,9961
333704,41320,Belmont-North Main,2007-06-09,A,9687
385588,40380,Clark/Lake,2008-06-09,W,19460
385594,40450,95th/Dan Ryan,2008-06-09,W,13722
437290,40380,Clark/Lake,2009-06-09,W,18507
437393,41660,Lake/State,2009-06-09,W,15242
488755,40380,Clark/Lake,2010-06-09,W,19223
488858,41660,Lake/State,2010-06-09,W,17265
540220,40380,Clark/Lake,2011-06-09,W,18838
540323,41660,Lake/State,2011-06-09,W,16942
595400,41450,Chicago/State,2012-06-09,A,16833
595310,41420,Addison-North Main,2012-06-09,A,15664
647505,41420,Addison-North Main,2013-06-09,U,11732
646065,40890,O'Hare Airport,2013-06-09,U,10355
696580,40380,Clark/Lake,2014-06-09,W,20276
699700,41660,Lake/State,2014-06-09,W,20195
748926,40380,Clark/Lake,2015-06-09,W,22541
752046,41660,Lake/State,2015-06-09,W,22365
804750,41660,Lake/State,2016-06-09,W,23377
801630,40380,Clark/Lake,2016-06-09,W,22730
22653,40890,O'Hare Airport,2001-06-10,U,7915
22704,41450,Chicago/State,2001-06-10,U,6735
74466,40380,Clark/Lake,2002-06-10,W,15271
74472,40450,95th/Dan Ryan,2002-06-10,W,13715
126296,40380,Clark/Lake,2003-06-10,W,15403
126302,40450,95th/Dan Ryan,2003-06-10,W,13657
178268,40380,Clark/Lake,2004-06-10,W,15419
178367,41450,Chicago/State,2004-06-10,W,13658
230194,41420,Addison-North Main,2005-06-10,W,16306
230098,40380,Clark/Lake,2005-06-10,W,15476
282027,41450,Chicago/State,2006-06-10,A,10441
282016,41320,Belmont-North Main,2006-06-10,A,9612
333806,40890,O'Hare Airport,2007-06-10,U,9182
333857,41450,Chicago/State,2007-06-10,U,7723
385730,40380,Clark/Lake,2008-06-10,W,21528
385736,40450,95th/Dan Ryan,2008-06-10,W,14527
437431,40380,Clark/Lake,2009-06-10,W,18823
437534,41660,Lake/State,2009-06-10,W,15939
488896,40380,Clark/Lake,2010-06-10,W,19085
488999,41660,Lake/State,2010-06-10,W,17557
540361,40380,Clark/Lake,2011-06-10,W,18650
540464,41660,Lake/State,2011-06-10,W,16577
595401,41450,Chicago/State,2012-06-10,U,11820
593871,40890,O'Hare Airport,2012-06-10,U,10651
644656,40380,Clark/Lake,2013-06-10,W,20360
647776,41660,Lake/State,2013-06-10,W,18149
696581,40380,Clark/Lake,2014-06-10,W,20694
699701,41660,Lake/State,2014-06-10,W,20407
752047,41660,Lake/State,2015-06-10,W,23689
748927,40380,Clark/Lake,2015-06-10,W,22460
804751,41660,Lake/State,2016-06-10,W,24775
801631,40380,Clark/Lake,2016-06-10,W,22963
22747,40380,Clark/Lake,2001-06-11,W,16432
22753,40450,95th/Dan Ryan,2001-06-11,W,13643
74608,40380,Clark/Lake,2002-06-11,W,15869
74614,40450,95th/Dan Ryan,2002-06-11,W,14107
126438,40380,Clark/Lake,2003-06-11,W,15642
126444,40450,95th/Dan Ryan,2003-06-11,W,14165
178410,40380,Clark/Lake,2004-06-11,W,14666
178416,40450,95th/Dan Ryan,2004-06-11,W,13697
230336,41420,Addison-North Main,2005-06-11,A,14189
230339,41450,Chicago/State,2005-06-11,A,12464
282118,40890,O'Hare Airport,2006-06-11,U,9255
282169,41450,Chicago/State,2006-06-11,U,8447
333900,40380,Clark/Lake,2007-06-11,W,18301
334004,41660,Lake/State,2007-06-11,W,15014
385872,40380,Clark/Lake,2008-06-11,W,20654
385976,41660,Lake/State,2008-06-11,W,15364
437572,40380,Clark/Lake,2009-06-11,W,18470
437675,41660,Lake/State,2009-06-11,W,16035
489037,40380,Clark/Lake,2010-06-11,W,26058
489140,41660,Lake/State,2010-06-11,W,23702
540600,41450,Chicago/State,2011-06-11,A,12078
540589,41320,Belmont-North Main,2011-06-11,A,11064
592462,40380,Clark/Lake,2012-06-11,W,21087
595582,41660,Lake/State,2012-06-11,W,18161
644657,40380,Clark/Lake,2013-06-11,W,21165
647777,41660,Lake/State,2013-06-11,W,18122
696582,40380,Clark/Lake,2014-06-11,W,20864
699702,41660,Lake/State,2014-06-11,W,20775
752048,41660,Lake/State,2015-06-11,W,24648
748928,40380,Clark/Lake,2015-06-11,W,22405
804572,41450,Chicago/State,2016-06-11,A,14488
804752,41660,Lake/State,2016-06-11,A,14470
22889,40380,Clark/Lake,2001-06-12,W,16487
22895,40450,95th/Dan Ryan,2001-06-12,W,13976
74750,40380,Clark/Lake,2002-06-12,W,15776
74756,40450,95th/Dan Ryan,2002-06-12,W,14365
126580,40380,Clark/Lake,2003-06-12,W,15425
126586,40450,95th/Dan Ryan,2003-06-12,W,14016
178651,41450,Chicago/State,2004-06-12,A,10767
178640,41320,Belmont-North Main,2004-06-12,A,8974
230478,41420,Addison-North Main,2005-06-12,U,11013
230430,40890,O'Hare Airport,2005-06-12,U,9538
282212,40380,Clark/Lake,2006-06-12,W,17892
282218,40450,95th/Dan Ryan,2006-06-12,W,14310
334042,40380,Clark/Lake,2007-06-12,W,18563
334146,41660,Lake/State,2007-06-12,W,15388
386014,40380,Clark/Lake,2008-06-12,W,20125
386110,41420,Addison-North Main,2008-06-12,W,16327
437808,41420,Addison-North Main,2009-06-12,W,18690
437713,40380,Clark/Lake,2009-06-12,W,18490
489273,41420,Addison-North Main,2010-06-12,A,16343
489276,41450,Chicago/State,2010-06-12,A,12582
540736,41400,Roosevelt,2011-06-12,U,11890
540690,40890,O'Hare Airport,2011-06-12,U,10199
592463,40380,Clark/Lake,2012-06-12,W,21608
595583,41660,Lake/State,2012-06-12,W,20153
644658,40380,Clark/Lake,2013-06-12,W,20937
647778,41660,Lake/State,2013-06-12,W,17871
699703,41660,Lake/State,2014-06-12,W,21324
696583,40380,Clark/Lake,2014-06-12,W,20513
752049,41660,Lake/State,2015-06-12,W,25073
748929,40380,Clark/Lake,2015-06-12,W,21177
803043,40890,O'Hare Airport,2016-06-12,U,11956
801483,40330,Grand/State,2016-06-12,U,10832
23031,40380,Clark/Lake,2001-06-13,W,16911
23037,40450,95th/Dan Ryan,2001-06-13,W,13778
74892,40380,Clark/Lake,2002-06-13,W,15437
74898,40450,95th/Dan Ryan,2002-06-13,W,13902
126722,40380,Clark/Lake,2003-06-13,W,15028
126728,40450,95th/Dan Ryan,2003-06-13,W,14558
178742,40890,O'Hare Airport,2004-06-13,U,8398
178793,41450,Chicago/State,2004-06-13,U,7209
230524,40380,Clark/Lake,2005-06-13,W,16616
230530,40450,95th/Dan Ryan,2005-06-13,W,13662
282354,40380,Clark/Lake,2006-06-13,W,18411
282453,41450,Chicago/State,2006-06-13,W,15361
334184,40380,Clark/Lake,2007-06-13,W,18901
334288,41660,Lake/State,2007-06-13,W,15814
386156,40380,Clark/Lake,2008-06-13,W,19494
386162,40450,95th/Dan Ryan,2008-06-13,W,14292
437949,41420,Addison-North Main,2009-06-13,A,16266
437941,41320,Belmont-North Main,2009-06-13,A,12170
489414,41420,Addison-North Main,2010-06-13,U,12678
489417,41450,Chicago/State,2010-06-13,U,9654
540784,40380,Clark/Lake,2011-06-13,W,20356
540887,41660,Lake/State,2011-06-13,W,18495
592464,40380,Clark/Lake,2012-06-13,W,21490
595584,41660,Lake/State,2012-06-13,W,20633
644659,40380,Clark/Lake,2013-06-13,W,20977
647779,41660,Lake/State,2013-06-13,W,19194
699704,41660,Lake/State,2014-06-13,W,22122
696584,40380,Clark/Lake,2014-06-13,W,20308
751780,41420,Addison-North Main,2015-06-13,A,15777
752050,41660,Lake/State,2015-06-13,A,15550
801634,40380,Clark/Lake,2016-06-13,W,22313
804754,41660,Lake/State,2016-06-13,W,22120
23173,40380,Clark/Lake,2001-06-14,W,16825
23277,41660,Lake/State,2001-06-14,W,14304
75034,40380,Clark/Lake,2002-06-14,W,15044
75133,41450,Chicago/State,2002-06-14,W,14987
126963,41450,Chicago/State,2003-06-14,A,10433
126952,41320,Belmont-North Main,2003-06-14,A,8784
178836,40380,Clark/Lake,2004-06-14,W,15340
178842,40450,95th/Dan Ryan,2004-06-14,W,13714
230666,40380,Clark/Lake,2005-06-14,W,16961
230765,41450,Chicago/State,2005-06-14,W,14225
282496,40380,Clark/Lake,2006-06-14,W,18249
282595,41450,Chicago/State,2006-06-14,W,14706
334326,40380,Clark/Lake,2007-06-14,W,18471
334430,41660,Lake/State,2007-06-14,W,15718
386286,40260,State/Lake,2008-06-14,A,9750
386386,41320,Belmont-North Main,2008-06-14,A,9669
438090,41420,Addison-North Main,2009-06-14,U,13820
438093,41450,Chicago/State,2009-06-14,U,9918
489460,40380,Clark/Lake,2010-06-14,W,19100
489563,41660,Lake/State,2010-06-14,W,15917
540925,40380,Clark/Lake,2011-06-14,W,21027
541028,41660,Lake/State,2011-06-14,W,18388
595585,41660,Lake/State,2012-06-14,W,21619
592465,40380,Clark/Lake,2012-06-14,W,21531
644660,40380,Clark/Lake,2013-06-14,W,19875
647780,41660,Lake/State,2013-06-14,W,17836
699375,41400,Roosevelt,2014-06-14,A,13883
699525,41450,Chicago/State,2014-06-14,A,13869
751721,41400,Roosevelt,2015-06-14,U,12372
750341,40890,O'Hare Airport,2015-06-14,U,12015
801635,40380,Clark/Lake,2016-06-14,W,23242
804755,41660,Lake/State,2016-06-14,W,21148
23315,40380,Clark/Lake,2001-06-15,W,16375
23414,41450,Chicago/State,2001-06-15,W,14483
75275,41450,Chicago/State,2002-06-15,A,11196
75272,41420,Addison-North Main,2002-06-15,A,10706
127054,40890,O'Hare Airport,2003-06-15,U,7658
127105,41450,Chicago/State,2003-06-15,U,7285
178978,40380,Clark/Lake,2004-06-15,W,15929
178984,40450,95th/Dan Ryan,2004-06-15,W,14197
230808,40380,Clark/Lake,2005-06-15,W,16844
230904,41420,Addison-North Main,2005-06-15,W,14682
282638,40380,Clark/Lake,2006-06-15,W,17891
282737,41450,Chicago/State,2006-06-15,W,15221
334468,40380,Clark/Lake,2007-06-15,W,17713
334572,41660,Lake/State,2007-06-15,W,16555
386488,40890,O'Hare Airport,2008-06-15,U,7576
386428,40260,State/Lake,2008-06-15,U,6294
438136,40380,Clark/Lake,2009-06-15,W,19419
438239,41660,Lake/State,2009-06-15,W,15062
489601,40380,Clark/Lake,2010-06-15,W,19749
489704,41660,Lake/State,2010-06-15,W,17328
541066,40380,Clark/Lake,2011-06-15,W,20411
541169,41660,Lake/State,2011-06-15,W,18576
595586,41660,Lake/State,2012-06-15,W,21537
595406,41450,Chicago/State,2012-06-15,W,21154
647451,41400,Roosevelt,2013-06-15,A,13520
647601,41450,Chicago/State,2013-06-15,A,12000
699376,41400,Roosevelt,2014-06-15,U,11194
697996,40890,O'Hare Airport,2014-06-15,U,9828
752052,41660,Lake/State,2015-06-15,W,24312
748932,40380,Clark/Lake,2015-06-15,W,22038
804756,41660,Lake/State,2016-06-15,W,23269
801636,40380,Clark/Lake,2016-06-15,W,22861
23556,41450,Chicago/State,2001-06-16,A,10905
23553,41420,Addison-North Main,2001-06-16,A,9592
75417,41450,Chicago/State,2002-06-16,U,7627
75366,40890,O'Hare Airport,2002-06-16,U,7536
127148,40380,Clark/Lake,2003-06-16,W,15176
127154,40450,95th/Dan Ryan,2003-06-16,W,13886
179120,40380,Clark/Lake,2004-06-16,W,15795
179126,40450,95th/Dan Ryan,2004-06-16,W,13902
230950,40380,Clark/Lake,2005-06-16,W,16914
231049,41450,Chicago/State,2005-06-16,W,13707
282780,40380,Clark/Lake,2006-06-16,W,16938
282879,41450,Chicago/State,2006-06-16,W,16012
334706,41420,Addison-North Main,2007-06-16,A,11733
334698,41320,Belmont-North Main,2007-06-16,A,8777
386582,40380,Clark/Lake,2008-06-16,W,19911
386588,40450,95th/Dan Ryan,2008-06-16,W,13507
438277,40380,Clark/Lake,2009-06-16,W,19443
438380,41660,Lake/State,2009-06-16,W,16739
489742,40380,Clark/Lake,2010-06-16,W,19762
489845,41660,Lake/State,2010-06-16,W,18838
541207,40380,Clark/Lake,2011-06-16,W,20709
541310,41660,Lake/State,2011-06-16,W,19638
595407,41450,Chicago/State,2012-06-16,A,16712
595317,41420,Addison-North Main,2012-06-16,A,15846
647452,41400,Roosevelt,2013-06-16,U,13022
646072,40890,O'Hare Airport,2013-06-16,U,10347
699707,41660,Lake/State,2014-06-16,W,20128
696587,40380,Clark/Lake,2014-06-16,W,20057
752053,41660,Lake/State,2015-06-16,W,23482
748933,40380,Clark/Lake,2015-06-16,W,23257
804757,41660,Lake/State,2016-06-16,W,23178
801637,40380,Clark/Lake,2016-06-16,W,22286
23695,41420,Addison-North Main,2001-06-17,U,9618
23647,40890,O'Hare Airport,2001-06-17,U,8253
75460,40380,Clark/Lake,2002-06-17,W,15618
75466,40450,95th/Dan Ryan,2002-06-17,W,13760
127290,40380,Clark/Lake,2003-06-17,W,15855
127296,40450,95th/Dan Ryan,2003-06-17,W,14177
179262,40380,Clark/Lake,2004-06-17,W,15501
179268,40450,95th/Dan Ryan,2004-06-17,W,13731
231092,40380,Clark/Lake,2005-06-17,W,16163
231191,41450,Chicago/State,2005-06-17,W,14410
283018,41420,Addison-North Main,2006-06-17,A,14155
283021,41450,Chicago/State,2006-06-17,A,12912
334848,41420,Addison-North Main,2007-06-17,U,10558
334800,40890,O'Hare Airport,2007-06-17,U,8511
386724,40380,Clark/Lake,2008-06-17,W,20135
386828,41660,Lake/State,2008-06-17,W,13852
438418,40380,Clark/Lake,2009-06-17,W,19479
438521,41660,Lake/State,2009-06-17,W,17701
489883,40380,Clark/Lake,2010-06-17,W,19555
489986,41660,Lake/State,2010-06-17,W,18562
541451,41660,Lake/State,2011-06-17,W,21389
541446,41450,Chicago/State,2011-06-17,W,20579
595318,41420,Addison-North Main,2012-06-17,U,13259
595408,41450,Chicago/State,2012-06-17,U,11283
644663,40380,Clark/Lake,2013-06-17,W,19772
647783,41660,Lake/State,2013-06-17,W,16696
699708,41660,Lake/State,2014-06-17,W,21081
696588,40380,Clark/Lake,2014-06-17,W,20252
752054,41660,Lake/State,2015-06-17,W,22905
748934,40380,Clark/Lake,2015-06-17,W,22491
804758,41660,Lake/State,2016-06-17,W,26200
801638,40380,Clark/Lake,2016-06-17,W,20972
23741,40380,Clark/Lake,2001-06-18,W,16557
23845,41660,Lake/State,2001-06-18,W,13759
75602,40380,Clark/Lake,2002-06-18,W,15508
75706,41660,Lake/State,2002-06-18,W,15038
127432,40380,Clark/Lake,2003-06-18,W,15970
127438,40450,95th/Dan Ryan,2003-06-18,W,13555
179404,40380,Clark/Lake,2004-06-18,W,15138
179503,41450,Chicago/State,2004-06-18,W,14597
231333,41450,Chicago/State,2005-06-18,A,10924
231229,40330,Grand/State,2005-06-18,A,8983
283160,41420,Addison-North Main,2006-06-18,U,10953
283112,40890,O'Hare Airport,2006-06-18,U,9290
334894,40380,Clark/Lake,2007-06-18,W,17856
334998,41660,Lake/State,2007-06-18,W,14012
386866,40380,Clark/Lake,2008-06-18,W,20284
386970,41660,Lake/State,2008-06-18,W,14459
438559,40380,Clark/Lake,2009-06-18,W,20348
438662,41660,Lake/State,2009-06-18,W,18389
490127,41660,Lake/State,2010-06-18,W,18936
490024,40380,Clark/Lake,2010-06-18,W,18316
541584,41420,Addison-North Main,2011-06-18,A,17617
541587,41450,Chicago/State,2011-06-18,A,16501
592469,40380,Clark/Lake,2012-06-18,W,20317
595589,41660,Lake/State,2012-06-18,W,18576
644664,40380,Clark/Lake,2013-06-18,W,19980
647784,41660,Lake/State,2013-06-18,W,16469
699709,41660,Lake/State,2014-06-18,W,20729
696589,40380,Clark/Lake,2014-06-18,W,19875
752055,41660,Lake/State,2015-06-18,W,27254
748935,40380,Clark/Lake,2015-06-18,W,24676
804759,41660,Lake/State,2016-06-18,A,17585
804489,41420,Addison-North Main,2016-06-18,A,16410
23883,40380,Clark/Lake,2001-06-19,W,17373
23987,41660,Lake/State,2001-06-19,W,14168
75744,40380,Clark/Lake,2002-06-19,W,15720
75848,41660,Lake/State,2002-06-19,W,15285
127678,41660,Lake/State,2003-06-19,W,15581
127574,40380,Clark/Lake,2003-06-19,W,14230
179642,41420,Addison-North Main,2004-06-19,A,12792
179645,41450,Chicago/State,2004-06-19,A,11500
231424,40890,O'Hare Airport,2005-06-19,U,9156
231475,41450,Chicago/State,2005-06-19,U,7505
283206,40380,Clark/Lake,2006-06-19,W,17638
283305,41450,Chicago/State,2006-06-19,W,13710
335036,40380,Clark/Lake,2007-06-19,W,18218
335140,41660,Lake/State,2007-06-19,W,13801
387008,40380,Clark/Lake,2008-06-19,W,20057
387112,41660,Lake/State,2008-06-19,W,14311
438700,40380,Clark/Lake,2009-06-19,W,17392
438803,41660,Lake/State,2009-06-19,W,17325
490260,41420,Addison-North Main,2010-06-19,A,15412
490263,41450,Chicago/State,2010-06-19,A,15065
541725,41420,Addison-North Main,2011-06-19,U,13388
541728,41450,Chicago/State,2011-06-19,U,10557
592470,40380,Clark/Lake,2012-06-19,W,20458
595590,41660,Lake/State,2012-06-19,W,18216
644665,40380,Clark/Lake,2013-06-19,W,20867
647785,41660,Lake/State,2013-06-19,W,17255
699710,41660,Lake/State,2014-06-19,W,20746
696590,40380,Clark/Lake,2014-06-19,W,20508
752056,41660,Lake/State,2015-06-19,W,24142
748936,40380,Clark/Lake,2015-06-19,W,21072
804490,41420,Addison-North Main,2016-06-19,U,15910
804760,41660,Lake/State,2016-06-19,U,13347
24025,40380,Clark/Lake,2001-06-20,W,17289
24129,41660,Lake/State,2001-06-20,W,14134
75886,40380,Clark/Lake,2002-06-20,W,15810
75990,41660,Lake/State,2002-06-20,W,15761
127716,40380,Clark/Lake,2003-06-20,W,14937
127815,41450,Chicago/State,2003-06-20,W,14704
179784,41420,Addison-North Main,2004-06-20,U,10167
179736,40890,O'Hare Airport,2004-06-20,U,8425
231518,40380,Clark/Lake,2005-06-20,W,15961
231617,41450,Chicago/State,2005-06-20,W,13155
283348,40380,Clark/Lake,2006-06-20,W,17623
283447,41450,Chicago/State,2006-06-20,W,15244
335178,40380,Clark/Lake,2007-06-20,W,18489
335282,41660,Lake/State,2007-06-20,W,14511
387150,40380,Clark/Lake,2008-06-20,W,19139
387246,41420,Addison-North Main,2008-06-20,W,15821
438936,41420,Addison-North Main,2009-06-20,A,16095
438944,41660,Lake/State,2009-06-20,A,12934
490401,41420,Addison-North Main,2010-06-20,U,12408
490353,40890,O'Hare Airport,2010-06-20,U,8355
541771,40380,Clark/Lake,2011-06-20,W,19348
541874,41660,Lake/State,2011-06-20,W,17395
592471,40380,Clark/Lake,2012-06-20,W,21015
595591,41660,Lake/State,2012-06-20,W,19294
644666,40380,Clark/Lake,2013-06-20,W,20758
647786,41660,Lake/State,2013-06-20,W,17283
699711,41660,Lake/State,2014-06-20,W,22555
696591,40380,Clark/Lake,2014-06-20,W,19702
752057,41660,Lake/State,2015-06-20,A,15361
751877,41450,Chicago/State,2015-06-20,A,13474
804761,41660,Lake/State,2016-06-20,W,23905
801641,40380,Clark/Lake,2016-06-20,W,21297
24167,40380,Clark/Lake,2001-06-21,W,16764
24271,41660,Lake/State,2001-06-21,W,13763
76127,41450,Chicago/State,2002-06-21,W,16785
76132,41660,Lake/State,2002-06-21,W,15417
127954,41420,Addison-North Main,2003-06-21,A,12009
127957,41450,Chicago/State,2003-06-21,A,11569
179830,40380,Clark/Lake,2004-06-21,W,15210
179836,40450,95th/Dan Ryan,2004-06-21,W,11934
231660,40380,Clark/Lake,2005-06-21,W,16298
231759,41450,Chicago/State,2005-06-21,W,14644
283490,40380,Clark/Lake,2006-06-21,W,17769
283589,41450,Chicago/State,2006-06-21,W,14418
335320,40380,Clark/Lake,2007-06-21,W,18385
335424,41660,Lake/State,2007-06-21,W,14146
387388,41420,Addison-North Main,2008-06-21,A,15964
387380,41320,Belmont-North Main,2008-06-21,A,10783
439077,41420,Addison-North Main,2009-06-21,U,12200
439080,41450,Chicago/State,2009-06-21,U,8841
490447,40380,Clark/Lake,2010-06-21,W,18759
490550,41660,Lake/State,2010-06-21,W,15263
541912,40380,Clark/Lake,2011-06-21,W,19714
542015,41660,Lake/State,2011-06-21,W,17739
